province,province_id,community,community_id,settlement,table,main_num1,sub_num2,sub_num3,sub_num4,full_code,name,significance,date,location,notes,revoked_act,legal_act,type,subtype,comment,lon,lat
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.3.6,8.1/9.7.3.6,Տապանաքար՝ Վահան նախաշինողի,Հ,10 դ.,գավթում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,9.7.4,,8.1/9.7.4,Գավիթ,Հ,10-11 դդ.,կից է Սբ. Աստվածածին եկեղեցուն ամ-ից,ավերված է,,"29.12.2005, N 2322-Ն",Կրոնական,Գավիթ,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.4.1,8.1/9.7.4.1,Հուշակոթող,Հ,11 դ. 2-րդ կես,գավթից եկեղեցի տանող մուտքի աջակողմում,Աղվանից Ստեփանոս կաթողիկոսի արձանա-գրությամբ,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Կոթող / Հուշակոթող,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,9.7.5,,8.1/9.7.5,Գերեզմանոց,Հ,10-13 դդ.,վանքի բակում և շրջակայքում,տարածքում կան Ք.ա. 13-11 դդ. դամբարաններ,,"29.12.2005, N 2322-Ն",Թաղումներ,Գերեզմանոց,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.1,8.1/9.7.5.1,Խաչքար,Հ,957 թ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",բեկոր. պատվիրատու` Ստեփանոս,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.2,8.1/9.7.5.2,Խաչքար Աղվանից Սոփի թագուհու,Հ,1081 թ.,Սբ. Գրիգոր եկեղեցուց մոտ 25 մ աե,վերին աջ անկյունը կոտրված է,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.3,8.1/9.7.5.3,Խաչքար Անդրեաս քահանայի,Հ,1007 թ.,վանքի բակի հս կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.4,8.1/9.7.5.4,Խաչքար Գրիգորի և Սմբատիկի,Հ,12 դ.,Սբ. Գրիգոր եկեղեցուց հս-աե,Սենեքրիմ թագավորի որդիներ Գրիգորն ու Սմբատիկը մահացել են 1166 թ.,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.5,8.1/9.7.5.5,Խաչքար՝ Գևորգ երեցի,Հ,1056 թ.,Սբ. Գրիգոր եկեղեցուց 10 մ հս-աե,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.6,8.1/9.7.5.6,Խաչքար՝ Գևորգ քահանայի,Հ,1051 թ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.7,8.1/9.7.5.7,Խաչքար՝ Դլվստահի,Հ,1084 թ.,վանքի բակի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.8,8.1/9.7.5.8,Խաչքար՝ Հակոբ երեցի,Հ,998 թ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.9,8.1/9.7.5.9,Խաչքար՝ Համամի,Հ,10 դ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.10,8.1/9.7.5.10,Խաչքար՝ հայր Եղուտի,Հ,1094 թ.,"վանքի բակում, ավերված շինության մոտ",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.11,8.1/9.7.5.11,Խաչքար՝ Հովհաննես վանահոր,Հ,997 թ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.12,8.1/9.7.5.12,Խաչքար՝ Հրահատի,Հ,954 թ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.13,8.1/9.7.5.13,Խաչքար՝ Մուսեի,Հ,1049 թ.,վանքի բակի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.14,8.1/9.7.5.14,Խաչքար՝ Ստեփանոսի,Հ,965 թ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.15,8.1/9.7.5.15,Խաչքար՝ Ստեփանոսի,Հ,966 թ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.16,8.1/9.7.5.16,Խաչքար՝ Ստեփանոս եկեղեցպանի,Հ,1033 թ.,վանքի բակի հս կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.17,8.1/9.7.5.17,Խաչքար՝ Վահանիկի,Հ,1100 թ.,վանքի բակի հս կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.18,8.1/9.7.5.18,Տապանաքար,Հ,11 դ.,"Սբ. Գրիգոր եկեղեցուց մոտ 10 մ հս, ընկուզենու տակ",արձանագիր,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.19,8.1/9.7.5.19,Տապանաքար՝ Գրիգոր Երիցու-վանեցու,Հ,1102 թ.,վանքի բակի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.20,8.1/9.7.5.20,Տապանաքար՝ Գևորգ եկեղեցպանի,Հ,1091 թ.,Սբ. Գրիգոր եկեղեցուց մոտ 17 մ հս-աե,հարթ,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.21,8.1/9.7.5.21,Տապանաքար՝ Զուիթայի,Հ,1101 թ.,վանքի բակի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.22,8.1/9.7.5.22,Տապանաքար՝ Խատատունի,Հ,11 դ.,վանքի բակի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.23,8.1/9.7.5.23,Տապանաքար՝ Հասանի,Հ,11 դ. վերջ,սյունասրահի հվ ճակատի մոտ,հարթ,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.24,8.1/9.7.5.24,Տապանաքար՝ Մամուկի,Հ,1050 թ.,վանքի բակի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.25,8.1/9.7.5.25,Տապանաքար՝ Պետրոսի,Հ,10 դ.,"Սբ. Գրիգոր եկեղեցուց աե, սարալանջին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.26,8.1/9.7.5.26,Տապանաքար՝ Ռահիբի,Հ,11 դ. վերջ,սյունասրահի մոտ,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.27,8.1/9.7.5.27,Տապանաքար՝ Սողոմոն Մարեջրեցու,Հ,1084 թ.,համալիրի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.28,8.1/9.7.5.28,Տապանաքար՝ Վարդուկի,Հ,11 դ.,համալիրի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.5.29,8.1/9.7.5.29,Տապանաքար՝ Քուրդիկ Մարեջրեցու,Հ,1076 թ.,համալիրի հվ կողմում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,9.7.6,,8.1/9.7.6,Եկեղեցի Սբ. Գրիգոր,Հ,911 թ.,համալիրի հս կողմում,"գլխավոր եկեղեցին է, կառուցել է Սյունյաց Ձագիկ իշխանի որդի Վահանը. ավերված է",,"29.12.2005, N 2322-Ն",Կրոնական,Եկեղեցի,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,9.7.7,,8.1/9.7.7,Եկեղեցի - տապանատուն Սբ. Աստվածածին,Հ,1086 թ.,համալիրի բակի հվ մասում,"երկհարկ է, կառուցել են Շահանդուխտ թագուհին և իր քույր Կատան",,"29.12.2005, N 2322-Ն",Կրոնական,Եկեղեցի,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,9.7.8,,8.1/9.7.8,Շինություն,Հ,10-11 դդ.,կից է Սբ. Գրիգոր եկեղեցու հս-աե անկյանը,ավերված է,,"29.12.2005, N 2322-Ն",Բնակելի / Շինություններ,Շենք / Շինություն,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,9.7.9,,8.1/9.7.9,Շինություն,Հ,10-11 դդ.,սյունասրահից մոտ 2 մ հվ-ամ,"կիսավեր է, ենթադրվում է, որ վանքի սեղանատունն է",,"29.12.2005, N 2322-Ն",Բնակելի / Շինություններ,Շենք / Շինություն,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.9.1,8.1/9.7.9.1,Խաչքար,Հ,1042 թ.,ագուցված է շինության ամ լուսամուտի մեջ,"պարզունակ է, պատվիրատու` Սարգիս կրոնավոր",,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,9.7.10,,8.1/9.7.10,Սյունասրահ,Հ,10 դ.,կից է Սբ. Գրիգոր եկեղեցուն և գավթին հվ-ից,"ավերված է, կառուցել է Վահան Բ - ն",,"29.12.2005, N 2322-Ն",Այլ,Սյունասրահ,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.1,8.1/9.7.10.1,Տապանաքար՝ Աղվանից Սոփի թագուհու,Հ,1081 թ.,"սյունասրահի հվ-աե անկյան մոտ, ներքուստ",հարթ,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.2,8.1/9.7.10.2,Տապանաքար՝ Աշոտիկ իշխանի,Հ,10 դ.,սյունասրահի հվ մասում,Աշոտիկ` Սմբատ Բ և Գրիգոր Ա Սյունյաց թագավորների հայր,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.3,8.1/9.7.10.3,Տապանաքար՝ Գրիգոր թագավորի,Հ,1072 թ.,սյունասրահի հս պատի մոտ,"Գրիգոր Ա` Սյունյաց թագավոր, որդի Աշոտիկ իշխանի",,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.4,8.1/9.7.10.4,Տապանաքար՝ Գրիգորի,Հ,11 դ.,սյունասրահում,"ենթադրվում է, որ Սյունյաց Գրիգոր եպիսկոպոսի տապանաքարն է",,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.5,8.1/9.7.10.5,Տապանաքար՝ Գևորգի,Հ,11 դ. վերջ,սյունասրահում,Գևորգ` որդի Մեհևանի,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.6,8.1/9.7.10.6,Տապանաքար՝ Դինարի,Հ,11 դ.,սյունասրահի հս պատի մոտ,հարթ,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.7,8.1/9.7.10.7,Տապանաքար՝ Խաղբակի,Հ,1061 թ.,սյունասրահում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.8,8.1/9.7.10.8,Տապանաքար՝ Կատայի,Հ,11 դ. վերջ,սյունասրահում,Կատա` քույր Շահանդուխտ թագուհու,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.9,8.1/9.7.10.9,Տապանաքար՝ Հրանուշի,Հ,11 դ.,սյունասրահում,"ենթադրվում է, որ Հրանուշը Սյունյաց Սմբատ Բ թագավորի կինն է",,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.10,8.1/9.7.10.10,Տապանաքար՝ Ջվանշերի,Հ,10 դ.,սյունասրահում,Ջվանշեր` ավագ որդի Ձագիկ գահակալ իշխանի,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.11,8.1/9.7.10.11,Տապանաքար՝ Սմբատ Բ թագավորի,Հ,1051 թ.,"սյունասրահի հվ պատի մոտ, ներքուստ",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,,9.7.10.12,8.1/9.7.10.12,Տապանաքար՝ Սևադայի,Հ,11 դ.,սյունասրահում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Տապանաքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,10,,,,8.1/10,ԲՆԱԿԵԼԻ ԹԱՂԱՄԱՍ ՎԵՐԻՆ ՎԱՉԱԳԱՆ,,,"քաղաքի հվ-ամ կողմում, բարձրադիր անտառապատ վայրում",,,"29.12.2005, N 2322-Ն",Բնակելի / Շինություններ,Բնակելի թաղամաս,,,
Սյունիք,,,,Կապան քաղաք,8.1,,10.1,,,8.1/10.1,Գերեզմանոց,Տ,17-20 դդ.,թաղամասի հվ-ամ եզրին,,,"29.12.2005, N 2322-Ն",Թաղումներ,Գերեզմանոց,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,10.1.1,,8.1/10.1.1,Հուշարձան՝ Երկրորդ աշխարհամարտում զոհվածներին,Տ,1968 թ.,,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Հուշարձան,,,
Սյունիք,,,,Կապան քաղաք,8.1,,10.2,,,8.1/10.2,Գյուղատեղի Վաչագան,Հ,միջնադար,"թաղամասից 4 կմ ամ, Խուստուփ լեռան ստորոտին",գյուղատեղի Քոլվա,,"29.12.2005, N 2322-Ն",Հնագիտական,Գյուղատեղի,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,10.2.1,,8.1/10.2.1,Եկեղեցի,Հ,10-11 դդ.,,կանգուն է,,"29.12.2005, N 2322-Ն",Կրոնական,Եկեղեցի,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,10.2.2,,8.1/10.2.2,Քարայր - ուխտատեղի,Հ,,,մուտքի մոտ կան խաչքարեր,,"29.12.2005, N 2322-Ն",Բնակելի / Շինություններ,Քարայր-կացարան,,,
Սյունիք,,,,Կապան քաղաք,8.1,,10.3,,,8.1/10.3,Եկեղեցի Սբ. Աստվածածին,Հ,17 դ.,թաղամասի կենտրոնում,միանավ սրահ,,"29.12.2005, N 2322-Ն",Կրոնական,Եկեղեցի,,,
Սյունիք,,,,Կապան քաղաք,8.1,,10.4,,,8.1/10.4,Կամուրջ,Հ,871 թ.,թաղամասից 1 կմ աե,"միաթռիչք, հետագայում քանիցս վերանորոգվել է",,"29.12.2005, N 2322-Ն",Ինժեներական / Տնտեսական,Կամուրջ,,,
Սյունիք,,,,Կապան քաղաք,8.1,,10.5,,,8.1/10.5,Հուշաղբյուր՝ Արցախյան պատերազմում զոհվածներին,Տ,1995 թ.,թաղամաս կենտրոնում,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Հուշաղբյուր,,,
Սյունիք,,,,Կապան քաղաք,8.1,11,,,,8.1/11,ԳՅՈՒՂԱՏԵՂԻ,Հ,17-20 դդ.,քաղաքից 5-6 կմ հս-աե,"Բաշքենդ գյուղն է` լքված 1957 թ., ապրել են հույն պղնձագործներ",,"29.12.2005, N 2322-Ն",Հնագիտական,Գյուղատեղի,,,
Սյունիք,,,,Կապան քաղաք,8.1,,11.1,,,8.1/11.1,Եկեղեցի,Հ,1765 թ.,,հունական,,"29.12.2005, N 2322-Ն",Կրոնական,Եկեղեցի,,,
Սյունիք,,,,Կապան քաղաք,8.1,,,11.1.1,,8.1/11.1.1,Զանգակատուն,Հ,1765 թ.,կից է եկեղեցու ամ ճակատին,,,"29.12.2005, N 2322-Ն",Կրոնական,Զանգակատուն,,,
Սյունիք,,,,Կապան քաղաք,8.1,,11.2,,,8.1/11.2,Դամբարան,Հ,18 դ.,եկեղեցու ամ կողմում,եկեղեցու շինարարի դամբարանն է,,"29.12.2005, N 2322-Ն",Թաղումներ,Դամբարան,,,
Սյունիք,,,,Կապան քաղաք,8.1,,11.3,,,8.1/11.3,Գերեզմանոց,Տ,18-19 դդ.,"քաղաքից 4.6 կմ հս, Կավարտ գյուղատեղիում, բլրի վրա գտնվող հունական եկեղեցու շուրջը",կիսավեր,,"29.12.2005, N 2322-Ն",Թաղումներ,Գերեզմանոց,,,
Սյունիք,,,,Կապան քաղաք,8.1,,11.4,,,8.1/11.4,խաչքար N 1,Հ,11-12 դդ.,Կավարտ թաղամասի հունական եկեղեցուց 500 մ աե,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,,11.5,,,8.1/11.5,խաչքար N 2,Հ,11-12 դդ.,Կավարտ թաղամասի հունական եկեղեցուց 500 մ աե,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,12,,,,8.1/12,ԴԱՄԲԱՐԱՆԱԴԱՇՏ,Հ,Ք.ա. 2-1 հազ.,քաղաքի գործող գերեզմանոցի տարածքում,Սովխոզի գերեզմանոցի դամբարանա-դաշտն է. պարբերաբար ավերվում է նորագույն թաղումների հետևանքով,,"29.12.2005, N 2322-Ն",Թաղումներ,Դամբարանադաշտ,,,
Սյունիք,,,,Կապան քաղաք,8.1,13,,,,8.1/13,ԴԱՄԲԱՐԱՆԱԴԱՇՏ՝ ԹԵՂՈՒՏԻ,Հ,Ք.ա. 2 հազ. կեսեր,քաղաքի Չերյոմուշկա թաղամասի տարածքում,,,"29.12.2005, N 2322-Ն",Թաղումներ,Դամբարանադաշտ,,,
Սյունիք,,,,Կապան քաղաք,8.1,14,,,,8.1/14,ԽԱՉՔԱՐ,Հ,1046 թ.,Երկրագիտական թանգարանում,տեղափոխվել է Վահանավանքից,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,15,,,,8.1/15,ԽԱՉՔԱՐ՝ ԱՐՑԱԽՈՒՄ ԶՈՀՎԱԾ ԱԶԱՏԱՄԱՐՏԻԿՆԵՐԻՆ,Տ,1993 թ.,քաղաքի մեջ,,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Խաչքար,,,
Սյունիք,,,,Կապան քաղաք,8.1,16,,,,8.1/16,ՀՈՒՇԱՀԱՄԱԼԻՐ,Տ,1970-1990-ական թթ.,"քաղաքից 200 մ հվ, Բաղաբուրջ տանող ճանապարհի ձախակողմյան բարձունքին",,,"29.12.2005, N 2322-Ն",Հուշարձաններ,Հուշահամալիր,,,
Սյունիք,,,,Կապան քաղաք,8.1,,16.1,,,8.1/16.1,Գերեզմանոց՝ Արցախյան պատերազմում զոհված կապանցիների,Տ,1992-1994 թթ.,հուշահամալիրի երրորդ հարթակում,,,"29.12.2005, N 2322-Ն",Թաղումներ,Գերեզմանոց,,,
