province,province_id,community,community_id,settlement,table,main_num1,sub_num2,sub_num3,sub_num4,full_code,name,significance,date,location,notes,revoked_act,legal_act,type,subtype,comment,lon,lat
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,1.4,,,4.41/1.4,խաչքար,Հ,15-16-րդ դդ.,,"կանգնեցված գետնին, 3 խաչքարերից ձախակողմյանը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,2,,,,4.41/2,"ԳՅՈՒՂԱՏԵՂԻ «ԳԹԱՇԵՆ» («ԿԱՐՄԻՐ ԽԱՐԱԲԵՔ»,«ԱԶԱՏ ՔԱՂԱՔ»)",Տ,15-17-րդ դդ.,1 կմ հվ-ամ,,,"09.01.2003, N 80-Ն",Հնագիտական,Գյուղատեղի,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,2.1,,,4.41/2.1,գերեզմանոց,Տ,15-17-րդ դդ.,,"գյուղատեղիի հս-աե մասում, չպահպանված եկեղեցու շուրջը1979-1980 թթ. գերեզմանոցի տարածքում կատարվել են բարեկարգման և խաչքարերի ամրացման աշխատանքներ",,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.1,,4.41/2.1.1,խաչքար` Գյուլջահանի,Հ,14-15-րդ դդ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.2,,4.41/2.1.2,խաչքար` Գյուլջահանի,Հ,15-րդ դ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.3,,4.41/2.1.3,խաչքար,Հ,15-16-րդ դդ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.4,,4.41/2.1.4,խաչքար` Թարխանի,Հ,1511 թ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.5,,4.41/2.1.5,խաչքար` Նարկիզի,Հ,1511 թ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.6,,4.41/2.1.6,խաչքար` Գյուլմելիքի,Հ,1516 թ.,,"կանգնեցված գետնին, պատվիրատու՝ Սուսայիչ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.7,,4.41/2.1.7,խաչքար` Ամիրխոջի,Հ,1516 թ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.8,,4.41/2.1.8,խաչքար` Խաթունի,Հ,1516 թ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.9,,4.41/2.1.9,խաչքար` Տաղտանի և Գուլումի,Հ,1518 թ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.10,,4.41/2.1.10,"խաչքար` Պեխանի, Գոհարի և Թարխանի",Հ,1518 թ.,,կանգնեցված գետնին պատվիրատու՝ Մանվել,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.11,,4.41/2.1.11,խաչքար,Հ,1519 թ.,,կանգնեցված գետնին պատվիրատու՝ Թարխան,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.12,,4.41/2.1.12,խաչքար` Խալմիարի,Հ,1537 թ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.13,,4.41/2.1.13,խաչքար,Հ,1558 թ.,,"կանգնեցված գետնին, թվակիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.14,,4.41/2.1.14,խաչքար,Հ,16-րդ դ.,,պատվիրատու՝ Խանապ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.15,,4.41/2.1.15,խաչքար` Մելիքի,Հ,16-րդ դ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.6,,4.41/2.1.6,խաչքար,Հ,16-րդ դ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,2.1.17,,4.41/2.1.17,խաչքար,Հ,16-րդ դ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,3,,,,4.41/3,ԵԿԵՂԵՑԻ,Տ,15-16-րդ դդ.,հս մասում,"հս եզրին, կիսավեր 1980 թ. տարածքում կատարվել են մաքրման և պեղման աշխատանքներ",,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,3.1,,,4.41/3.1,գերեզմանոց,Տ,13-17-րդ դդ.,,եկեղեցու շուրջը,,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,3.1.1,,4.41/3.1.1,խաչքար,Հ,10-11-րդ դդ.,,խրված հողի մեջ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,3.1.2,,4.41/3.1.2,խաչքար` Սնիշատի,Հ,13-րդ դ.,,ընկած գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,3.1.3,,4.41/3.1.3,խաչքար,Հ,16-րդ դ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,3.1.4,,4.41/3.1.4,խաչքար,Հ,16-րդ դ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,3.1.5,,4.41/3.1.5,խաչքար,Հ,1528 թ.,,թվակիր,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,3.1.6,,4.41/3.1.6,խաչքար` Փաշազաթի,Հ,1537 թ.,,պատվիրատու՝ Աթամի,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,,,3.1.7,,4.41/3.1.7,"խաչքար` Արիստակեսի, Ալեքսանոսի և Անանիայի",Հ,1537 թ.,,,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,4,,,,4.41/4,խաչքար` ԱԼԵՔՍԱՆՈՍԻ ԵՎ ՇԱՄԱՄԻ,Հ,1532 թ.,գ. մ.,լճափին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,5,,,,4.41/5,խաչքար` ՈՒՍԷԿՈՒԼԹԵԶԻ,Հ,1551 թ.,գ. մ.,Ա. Ասատրյանի տնամերձում,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճավան գյուղ,4.41,6,,,,4.41/6,ՄԱՏՈՒՌ «ՍԱՐԻ ՍՈՒՐԲ»,Տ,15-17-րդ դդ.,3 կմ հվ,կառուցված ավերակ եկեղեցու քարերով,,"09.01.2003, N 80-Ն",Կրոնական,Մատուռ,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,1,,,,4.42/1,ԱՄՐՈՑՆԵՐԻ ՀԱՄԱԼԻՐ,Հ,մթա 2-1 հզմ - վաղ մջնդ,1 կմ հվ-աե,"Սևան-Գավառ խճուղուց աջ, տեղադրված 3 բլուրների վրա",,"09.01.2003, N 80-Ն",Հնագիտական,Ամրոց,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,1.1,,,4.42/1.1,ամրոց 1,Հ,մթա 2-1 հզմ,,,,"09.01.2003, N 80-Ն",Հնագիտական,Ամրոց,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,1.2,,,4.42/1.2,ամրոց 2,Հ,մթա 2-1 հզմ,,,,"09.01.2003, N 80-Ն",Հնագիտական,Ամրոց,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,1.3,,,4.42/1.3,ամրոց 3,Հ,մթա 2-1 հզմ,,,,"09.01.2003, N 80-Ն",Հնագիտական,Ամրոց,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,1.4,,,4.42/1.4,բնակատեղի,Հ,մթա 2-1 հզմ,,հվ կողմում,,"09.01.2003, N 80-Ն",Հնագիտական,Բնակատեղի,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,1.5,,,4.42/1.5,դամբարանադաշտ,Հ,մթա 2-1 հզմ,,տարածվում է Սևան-Գավառ խճուղու 2 կողմերում,,"09.01.2003, N 80-Ն",Թաղումներ,Դամբարանադաշտ,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,1.6,,,4.42/1.6,եկեղեցի,Հ,5-7-րդ դդ.,,"կենտրոնական բլրի միջնաբերդում, ավերված",,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,2,,,,4.42/2,ՄԱՏՈՒՌ,Տ,16-18-րդ դդ.,աե մասում,գյուղի աե եզրին,,"09.01.2003, N 80-Ն",Կրոնական,Մատուռ,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,2.1,,,4.42/2.1,գերեզմանոց «Խաչեր»,Տ,16-18-րդ դդ.,,մատուռի շուրջը,,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.1,,4.42/2.1.1,խաչքար,Հ,15-16-րդ դդ.,,խիստ մամռապատ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.2,,4.42/2.1.2,խաչքար` Նարկիզի,Հ,1505 թ.,,"հվ-աե կողմում, Հակոբ Ավետյանի տնամերձի տարածքում",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.3,,4.42/2.1.3,խաչքար` Նուրիճանի,Հ,1526 թ.,,ցածր պատվանդանին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.4,,4.42/2.1.4,խաչքար,Հ,16-րդ դ.,,ամ եզրին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.5,,4.42/2.1.5,խաչքար,Հ,16-րդ դ.,,"աե կողմում, վերնամասը` չի պահպանվել",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.6,,4.42/2.1.6,խաչքար` Ովանէսի,Հ,16-17-րդ դդ.,,ստորին մասը չի պահպանվել,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.7,,4.42/2.1.7,խաչքար` Ալթունի,Հ,16-17-րդ դդ.,,ամ եզրին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.8,,4.42/2.1.8,խաչքար` Տակաթղուլի,Հ,16-17-րդ դդ.,,հս-աե կողմում,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.9,,4.42/2.1.9,խաչքար` Սուլթանի,Հ,16-17-րդ դդ.,,"հս-աե կողմում, մեկ պատվանդանին կանգնեցված զույգ խաչքարերից աջակողմյանը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.10,,4.42/2.1.10,խաչքար` Սարտարի,Հ,1608 թ.,,"հս-աե կողմում, մեկ պատվանդանին կանգնեցված զույգ խաչքարերից ձախակողմյանը",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,,,2.1.11,,4.42/2.1.11,տապանաքար,Հ,16-17-րդ դդ.,,"ամ կողմում, տեղաշարժված",,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,3,,,,4.42/3,խաչքար,Հ,16-17-րդ դդ.,գ. մ.,Մարգարիտ Նիկողոսյանի տան մոտ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լճափ գյուղ,4.42,4,,,,4.42/4,խաչքար,Հ,16-17-րդ դդ.,գ. մ.,"Գագիկ Հարությունյանի տնամերձում, նորակառույց սրբատեղիում",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,1,,,,4.43/1,ԳԵՐԵԶՄԱՆՈՑ,Տ,9-20-րդ դդ.,հվ-ամ մասում,"գյուղի եզրին, գործող գերեզմանոցի հին թաղումների հատվածում",,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,,1.1,,,4.43/1.1,խաչքար,Հ,9-րդ դ.,,ընկած գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,,1.2,,,4.43/1.2,խաչքար,Հ,1543 թ.,,ընկած գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,2,,,,4.43/2,ԵԿԵՂԵՑԻ Ս. ԱՍՏՎԱԾԱԾԻՆ,Տ,17-18-րդ դդ.,հվ-ամ մասում,բլրի ստորոտին,,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,,2.1,,,4.43/2.1,խաչքար,Հ,13-րդ դ.,,ագուցված եկեղեցու. հս պատին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,,2.2,,,4.43/2.2,գերեզմանոց,Տ,10-20-րդ դդ.,,եկեղեցուց հս և հս-ամ,,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,,,2.2.1,,4.43/2.2.1,խաչքար,Հ,1049 թ.,,եկեղեցու հս պատի մոտ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,,,2.2.2,,4.43/2.2.2,խաչքար,Հ,12-րդ դ.,,"եկեղեցուց հվ, կանգնեցված գետնին",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,,,2.2.3,,4.43/2.2.3,խաչքար,Հ,13-րդ դ.,,"եկեղեցու հս պատի մոտ, խրված հողի մեջ",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,,,2.2.4,,4.43/2.2.4,տապանաքար` Գասպարի,Տ,16-17-րդ դդ.,,եկեղեցու հս պատի մոտ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Տապանաքար,,,
Գեղարքունիք,,,,Լուսակունք գյուղ,4.43,3,,,,4.43/3,խաչքար,Հ,13-րդ դ.,գ. մ.,"գյուղամիջյան ճանապարհի եզրին, վերնամասը` կոտրված, կանգնեցրած գետնին",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,1,,,,4.44/1,ԱՄՐՈՑ «ՄՈՒՐԱԴ ԽԱՉ»,Հ,մթա 4-մթ 5-րդ դդ.,"0,5 կմ հվ-աե",,,"09.01.2003, N 80-Ն",Հնագիտական,Ամրոց,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,2,,,,4.44/2,ԲՆԱԿԱՏԵՂԻ «ՔՌԵՐ»,Հ,մթա 1 հզմ վրջ - 10-18-րդ դդ.,հվ մասում,"հվ եզրին, Ակունք տանող ճանապարհից աջ",,"09.01.2003, N 80-Ն",Հնագիտական,Բնակատեղի,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,2.1,,,4.44/2.1,դամբարանադաշտ,Հ,մթա 2-1 հզմ,,Ակունք տանող ճանապարհի 2 կողմերում,,"09.01.2003, N 80-Ն",Թաղումներ,Դամբարանադաշտ,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,3,,,,4.44/3,ԳԵՐԵԶՄԱՆՈՑ,Տ,10-17-րդ դդ.,աե եզրին,«Մուրադ խաչ» ամրոց տանող ճանապարհին,,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,3.1,,,4.44/3.1,խաչքար,Հ,10-րդ դ.,,ընկած գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,3.2,,,4.44/3.2,խաչքար,Հ,10-11-րդ դդ.,,կանգնեցրած գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,3.3,,,4.44/3.3,խաչքար,Հ,13-րդ դ.,,կանգնեցված գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,3.4,,,4.44/3.4,խաչքար,Հ,13-րդ դ.,,"կանգնեցված գետնին, Գագիկ Ղազարյանի տնամերձում",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,3.5,,,4.44/3.5,խաչքար,Հ,14-15-րդ դդ.,,ընկած գետնին,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,3.6,,,4.44/3.6,խաչքար,Հ,14-15-րդ դդ.,,թեքությամբ խրված հողի մեջ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,4,,,,4.44/4,ԳԵՐԵԶՄԱՆՈՑ,Տ,12-20-րդ դդ.,հվ-ամ մասում,"հվ-ամ սարահարթին, գործող գերեզմանոցի հարևանությամբ",,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,4.1,,,4.44/4.1,խաչքար,Հ,1285 թ.,,"ընկած գետնին, եռատված",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,4.2,,,4.44/4.2,խաչքար,Հ,13-րդ դ.,,"գերեզմանոցի պարսպից դուրս, հվ կողմում",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,4.3,,,4.44/4.3,խաչքար,Հ,15-րդ դ.,,"ընկած գետնին, խիստ հողմնահարված",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,5,,,,4.44/5,ԵԿԵՂԵՑԻ Ս. ԲԵԹՂԵՀԵՄ,Հ,վրկնգ՝ 9-րդ դ.,հվ մասում,"գյուղի եզրին, տեղաբնակների կողմից «Խարաբա ժամ» կամ «Ակներ» անվանվող վայրում",,"09.01.2003, N 80-Ն",Կրոնական,Եկեղեցի,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,5.1,,,4.44/5.1,խաչքար,Հ,12-րդ դ.,,"եկեղեցու մոտ, հենած քարաբեկորների",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,5.2,,,4.44/5.2,խաչքար` Սարգսի,Հ,1292 թ.,,"մուտքից ձախ, հենած կիսաքանդ պատին",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,,5.3,,,4.44/5.3,խաչքար,Հ,13-14-րդ դդ.,,կանգնեցված,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Խաչաղբյուր գյուղ,4.44,6,,,,4.44/6,խաչքար` «ՄՈՒՐԱԴ ԽԱՉ»,Հ,13-րդ դ.,"0,5 կմ հվ","համանուն վայրում, բլրի գագաթին",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Ծակքար գյուղ,4.45,1,,,,4.45/1,ԳԵՐԵԶՄԱՆՈՑ,Տ,9-20-րդ դդ.,գ. մ.,գյուղ մտնող ճանապարհի ձախ կողմում,,"09.01.2003, N 80-Ն",Թաղումներ,Գերեզմանոց,,,
Գեղարքունիք,,,,Ծակքար գյուղ,4.45,,1.1,,,4.45/1.1,խաչքար,Հ,9-10-րդ դդ.,,"թիկունքով ամրացված բետոնե պատվանդանին, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Ծակքար գյուղ,4.45,,1.2,,,4.45/1.2,խաչքար,Հ,10-11-րդ դդ.,,"հս կողմում, ընկած գետնին, արձանագիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Ծակքար գյուղ,4.45,,1.3,,,4.45/1.3,խաչքար,Հ,1457 թ.,,"կանգնեցված գետնին, թվակիր",,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
Գեղարքունիք,,,,Ծակքար գյուղ,4.45,,1.4,,,4.45/1.4,խաչքար` Սուլթանի,Հ,15-16-րդ դդ.,,մատուռի մուտքի մոտ,,"09.01.2003, N 80-Ն",Հուշարձաններ,Խաչքար,,,
